epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,718.146,0.48752,0.31156,1.19078,0.99072,0.99246,0.99452,0.93123,0.41657,0.25452,2.59407,0.0076438,0.0076438,0.0076438
121,724.133,0.49357,0.30987,1.19237,0.99349,0.98995,0.99458,0.93159,0.4293,0.27203,2.65394,0.007624,0.007624,0.007624
122,730.062,0.48971,0.30666,1.20648,0.99705,0.98995,0.9948,0.93279,0.42735,0.27058,2.5797,0.0076042,0.0076042,0.0076042
123,736.089,0.49055,0.3142,1.2095,0.99839,0.98995,0.99466,0.92202,0.46651,0.29792,2.25934,0.0075844,0.0075844,0.0075844
124,742.052,0.49549,0.31662,1.18213,0.99479,0.99372,0.99462,0.92584,0.43476,0.25825,2.86761,0.0075646,0.0075646,0.0075646
125,747.99,0.48669,0.30909,1.18162,0.99351,0.99372,0.99481,0.9327,0.42173,0.24877,2.94036,0.0075448,0.0075448,0.0075448
126,753.875,0.4824,0.30881,1.17908,0.99494,0.98853,0.99413,0.92712,0.45647,0.29474,2.15013,0.007525,0.007525,0.007525
127,759.776,0.5002,0.3177,1.20023,0.99584,0.99121,0.99481,0.92489,0.44434,0.26599,2.7919,0.0075052,0.0075052,0.0075052
128,765.665,0.47833,0.30239,1.18124,0.99622,0.99353,0.99474,0.9353,0.41609,0.25291,2.55352,0.0074854,0.0074854,0.0074854
129,771.614,0.49533,0.31022,1.20676,0.9952,0.99372,0.99474,0.92742,0.43697,0.26648,2.45289,0.0074656,0.0074656,0.0074656
130,777.512,0.48792,0.31064,1.204,0.996,0.99372,0.99404,0.93998,0.41343,0.25807,2.68846,0.0074458,0.0074458,0.0074458
131,783.456,0.49444,0.31345,1.20399,0.99873,0.98968,0.99453,0.92396,0.44977,0.27894,2.14611,0.007426,0.007426,0.007426
132,789.382,0.47463,0.29764,1.18386,0.99746,0.98593,0.99423,0.93584,0.4024,0.23341,2.99453,0.0074062,0.0074062,0.0074062
133,795.344,0.47914,0.30361,1.18862,0.99843,0.99121,0.99475,0.92727,0.42259,0.26092,2.57859,0.0073864,0.0073864,0.0073864
134,801.272,0.48407,0.30193,1.18282,0.99621,0.98939,0.9948,0.93346,0.41454,0.25887,2.55599,0.0073666,0.0073666,0.0073666
135,807.201,0.47257,0.29506,1.18821,0.9973,0.98995,0.99479,0.93392,0.43015,0.26037,2.39743,0.0073468,0.0073468,0.0073468
136,813.139,0.48212,0.30184,1.18405,0.99829,0.99121,0.99467,0.93543,0.41163,0.27609,2.08849,0.007327,0.007327,0.007327
137,819.07,0.47838,0.30035,1.18971,0.99602,0.99121,0.99483,0.92323,0.43588,0.27717,2.10691,0.0073072,0.0073072,0.0073072
138,825.03,0.48267,0.29857,1.19043,0.99604,0.98995,0.99468,0.92003,0.45898,0.27799,2.11936,0.0072874,0.0072874,0.0072874
139,830.97,0.49353,0.31932,1.22246,0.99743,0.98995,0.99452,0.93137,0.42856,0.27024,2.4351,0.0072676,0.0072676,0.0072676
140,836.932,0.49549,0.31397,1.20136,0.99747,0.99225,0.99461,0.90408,0.52938,0.3132,1.93971,0.0072478,0.0072478,0.0072478
141,842.874,0.48915,0.30703,1.2021,0.9912,0.99121,0.99398,0.92552,0.43446,0.27674,2.01759,0.007228,0.007228,0.007228
142,848.817,0.50541,0.31994,1.19337,0.98942,0.99246,0.99403,0.92639,0.42598,0.28205,2.08695,0.0072082,0.0072082,0.0072082
143,854.749,0.48171,0.30446,1.18644,0.9972,0.99121,0.99475,0.93034,0.41286,0.25179,2.3595,0.0071884,0.0071884,0.0071884
144,860.691,0.48675,0.30487,1.19419,0.99643,0.99246,0.99421,0.92871,0.42708,0.28318,1.90783,0.0071686,0.0071686,0.0071686
145,866.632,0.47839,0.30274,1.18163,0.99708,0.99121,0.99486,0.93709,0.40954,0.267,2.38948,0.0071488,0.0071488,0.0071488
146,872.579,0.47405,0.30046,1.17857,0.99371,0.99314,0.99494,0.93813,0.41505,0.25371,2.24424,0.007129,0.007129,0.007129
147,878.508,0.47469,0.29852,1.20502,0.99246,0.99246,0.99491,0.9359,0.40425,0.23866,2.65235,0.0071092,0.0071092,0.0071092
148,884.429,0.48284,0.30202,1.1885,0.9985,0.98744,0.99484,0.93757,0.41216,0.26644,2.16934,0.0070894,0.0070894,0.0070894
149,890.355,0.47723,0.30126,1.18729,0.99873,0.99108,0.99494,0.93384,0.42188,0.27243,2.62452,0.0070696,0.0070696,0.0070696
150,896.27,0.49005,0.3058,1.20088,0.99852,0.99121,0.99465,0.93241,0.42258,0.24303,2.64543,0.0070498,0.0070498,0.0070498
151,902.207,0.48178,0.3,1.21747,0.99668,0.98869,0.99473,0.94068,0.39921,0.24188,2.66099,0.00703,0.00703,0.00703
152,908.093,0.48824,0.30462,1.21076,0.99641,0.98744,0.99446,0.92258,0.43844,0.26236,2.54356,0.0070102,0.0070102,0.0070102
153,914.053,0.47078,0.30014,1.16542,0.99873,0.99117,0.99472,0.93449,0.43643,0.28528,2.21415,0.0069904,0.0069904,0.0069904
154,919.997,0.48361,0.30071,1.19934,0.99636,0.98995,0.99432,0.94018,0.41406,0.27362,2.04442,0.0069706,0.0069706,0.0069706
155,925.966,0.47539,0.29966,1.20228,0.99593,0.99246,0.99441,0.92932,0.42394,0.26391,2.28223,0.0069508,0.0069508,0.0069508
156,931.933,0.47288,0.29487,1.20452,0.99537,0.99246,0.99452,0.9354,0.40019,0.24441,2.54147,0.006931,0.006931,0.006931
157,937.88,0.47841,0.29856,1.19229,0.99621,0.99194,0.99423,0.93273,0.42827,0.2642,2.42734,0.0069112,0.0069112,0.0069112
158,943.792,0.46499,0.29447,1.17477,0.99747,0.99055,0.99468,0.93921,0.40875,0.25283,2.33068,0.0068914,0.0068914,0.0068914
159,949.683,0.48035,0.29946,1.20878,0.99748,0.99362,0.99473,0.93746,0.41834,0.25048,2.46435,0.0068716,0.0068716,0.0068716
160,955.588,0.48681,0.30359,1.18792,0.99849,0.99372,0.99489,0.93637,0.4079,0.25475,2.24673,0.0068518,0.0068518,0.0068518
